Station_ID,Lat,Long,Source_No,Agency,Contact,Data Link
167-5-2000,39.3867,-77.7303,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
167-92-2000,39.3333,-77.7386,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
167-95-2000,39.3875,-77.7311,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
168-1-2005,39.6985,-78.1554,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
168-2-2005,39.7125,-77.6107,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
169-1-2004,39.6662,-77.9765,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
169-2-2004,39.681,-77.9772,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
169-3-2004,39.6753,-77.9903,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
170-1-2005,39.7181,-78.0589,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
170-2-2005,39.6756,-78.0433,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
170-3-2005,39.6908,-78.0628,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
170-4-2005,39.6687,-78.0449,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
171-1-2004,39.6928,-78.0264,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
171-1-2005,39.6986,-78.0178,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
171-2-2004,39.6855,-78.0198,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
171-3-2004,39.6856,-78.0024,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
173-1-2005,39.7215,-78.0247,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
173-2-2005,39.7186,-78.0222,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
173-3-2005,39.7169,-78.0178,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
174-1-2004,39.6698,-77.9491,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
174-2-2004,39.6689,-77.9459,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
174-3-2004,39.6673,-77.9378,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
174-4-2004,39.6544,-77.9292,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
174-5-2004,39.6478,-77.9251,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
174-6-2004,39.6052,-77.9107,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
175-1-2004,39.64,-77.9003,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
175-6-2004,39.6828,-77.935,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
176-1-2004,39.6991,-77.947,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
176-4-2004,39.6938,-77.9433,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
177-6-2002,39.6144,-77.8122,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
178-6-2002,39.6239,-77.8169,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
179-1-2002,39.6625,-77.8417,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
179-91-2002,39.6619,-77.8422,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
180-1-2002,39.6278,-77.8447,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
180-2-2002,39.659,-77.879,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
180-92-2002,39.6583,-77.8781,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
181-6-2002,39.6722,-77.8192,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
182-6-2002,39.7072,-77.8103,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
183-1-2002,39.7159,-77.823,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
183-91-2002,39.7159,-77.8223,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
184-1-2002,39.7023,-77.8458,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
184-2-2002,39.6983,-77.8886,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
184-3-2002,39.7035,-77.8641,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
184-91-2002,39.7019,-77.8461,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
184-93-2002,39.7033,-77.8642,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
185-1-2000,39.565,-77.7575,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
185-2-2000,39.5508,-77.7639,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
185-3-2000,39.5369,-77.7614,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
185-4-2000,39.5378,-77.7683,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
185-5-2000,39.5269,-77.7928,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
186-1-2000,39.5744,-77.72,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
186-2-2000,39.5383,-77.7606,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
188-1-2004,39.539,-77.7101,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
188-2-2004,39.5524,-77.7013,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
188-3-2004,39.5272,-77.7121,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
188-4-2004,39.4659,-77.7261,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
188-5-2004,39.4882,-77.7132,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
191-1-2004,39.4828,-77.7072,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
191-2-2004,39.4829,-77.7101,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
191-3-2004,39.5063,-77.6696,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
191-5-2004,39.4839,-77.7052,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
192-1-2003,39.5465,-77.6757,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
192-1-2004,39.5467,-77.6761,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
192-2-2003,39.5519,-77.6669,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
192-2-2004,39.5514,-77.6656,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
192-3-2003,39.5553,-77.6319,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
192-3-2004,39.5597,-77.645,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
192-4-2003,39.5592,-77.6294,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
192-4-2004,39.5474,-77.6235,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
192-5-2003,39.556,-77.6491,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
192-5-2004,39.56,-77.6322,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
193-1-2003,39.5825,-77.6433,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
193-1-2004,39.5807,-77.634,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
193-2-2003,39.5806,-77.6329,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
193-2-2004,39.5833,-77.6228,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
193-3-2003,39.5812,-77.6101,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
193-3-2004,39.5812,-77.6095,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
193-4-2003,39.583,-77.6242,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
193-4-2004,39.5719,-77.6189,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
193-5-2004,39.564,-77.6168,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
194-1-2003,39.5833,-77.6447,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
194-1-2004,39.6454,-77.5669,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
194-2-2003,39.6,-77.6283,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
194-2-2004,39.6256,-77.6014,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
194-3-2003,39.602,-77.6077,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
194-3-2004,39.6089,-77.6208,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
194-4-2003,39.6256,-77.6008,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
194-4-2004,39.6019,-77.6225,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
194-5-2003,39.6478,-77.5736,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
194-5-2004,39.5878,-77.6397,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
195-1-2003,39.5395,-77.6995,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
195-1-2004,39.5841,-77.6459,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
195-2-2003,39.5511,-77.6808,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
195-2-2004,39.5717,-77.6544,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
195-3-2003,39.5552,-77.6749,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
195-3-2004,39.555,-77.675,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
195-4-2003,39.5771,-77.6559,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
195-4-2004,39.5497,-77.6808,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
195-5-2003,39.5847,-77.6458,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
195-5-2004,39.5397,-77.6992,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
196-1-2004,39.6067,-77.6643,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
196-2-2004,39.6053,-77.658,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
196-3-2004,39.5937,-77.6763,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
196-4-2004,39.5799,-77.6842,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
196-5-2004,39.5736,-77.6875,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
197-1-2004,39.6111,-77.7122,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
197-2-2004,39.588,-77.7098,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
197-3-2004,39.595,-77.7103,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
197-4-2004,39.6242,-77.7055,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
198-1-2004,39.6606,-77.6394,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
198-1-2005,39.7164,-77.6054,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
198-2-2004,39.6515,-77.6647,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
199-2-2004,39.6685,-77.7244,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
199-3-2004,39.6624,-77.7059,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
199-4-2004,39.6416,-77.7045,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
199-5-2004,39.6343,-77.7058,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
200-1-2004,39.6644,-77.5814,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
200-2-2004,39.6794,-77.6069,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
200-3-2004,39.6692,-77.6067,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
200-4-2004,39.6822,-77.6272,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
201-1-2004,39.7053,-77.5597,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
201-2-2004,39.6868,-77.585,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
201-3-2004,39.6834,-77.5584,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
202-1-2004,39.7192,-77.675,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
202-2-2004,39.6992,-77.6811,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
202-3-2004,39.6892,-77.6875,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
202-6-2004,39.6805,-77.6782,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
202-7-2004,39.6909,-77.6907,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
205-1-2004,39.7131,-77.4954,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
205-2-2004,39.7174,-77.5186,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
205-3-2004,39.7199,-77.5418,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
212-1-2003,39.3397,-77.5556,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
212-2-2003,39.3458,-77.5631,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
212-3-2003,39.3536,-77.5861,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
213-1-2003,39.3631,-77.5611,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
213-2-2003,39.3688,-77.5696,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
213-3-2003,39.3572,-77.5739,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
213-4-2003,39.3844,-77.5397,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
213-5-2003,39.3717,-77.5597,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
214-1-2003,39.3856,-77.6189,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
214-2-2003,39.3667,-77.5876,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
214-3-2003,39.3881,-77.605,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
215-1-2003,39.3815,-77.5717,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
215-12-2003,39.4401,-77.5599,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
215-13-2003,39.4248,-77.5896,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
215-15-2003,39.4278,-77.5562,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
215-16-2003,39.4089,-77.57,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
215-2-2003,39.3956,-77.5631,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
215-3-2003,39.4419,-77.5583,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
216-10-2003,39.4512,-77.5124,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
216-11-2003,39.4344,-77.5438,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
216-14-2003,39.4011,-77.5253,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
216-17-2003,39.4317,-77.5164,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
216-4-2003,39.4431,-77.5158,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
217-1-2003,39.5176,-77.5235,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
217-2-2003,39.523,-77.5166,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
218-1-2003,39.5022,-77.5523,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
218-2-2003,39.4877,-77.567,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
218-3-2003,39.4719,-77.573,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
218-4-2003,39.4617,-77.5966,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
219-1-2003,39.5226,-77.5489,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
219-2-2003,39.5306,-77.5417,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
219-3-2003,39.5472,-77.5263,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
219-4-2003,39.5698,-77.513,ICPRB_20EB,MD DNR,"410-260-8610, customerservice@maryland.gov",http://mddnr.chesapeakebay.net/mbss/streamwaders.cfm
